ISBN,title,authorSecondName,authorFirstName,pages,YearPublish
9749246,Piknyk na obochine,Fedorov,Andrei,503,1896
9417163,Mir v teni,Novikov,Boris,700,1896
1744320,Pyat zvyozd,Lebedev,Oleg,1122,1896
8109525,Khroniki budushchego,Pavlov,Yaroslav,1158,1896
6541834,Na beregu vechnosti,Morozov,Oleg,1762,1896
4594647,Rasskazy o prirode,Sidorov,Oleg,1561,1896
1429210,Posledniy chelovek,Kalinin,Maxim,301,1897
8166986,Kogda goryat mosty,Ivanov,Artem,222,1897
9852616,Put do zvyozd,Orlov,Vladislav,1228,1897
3305688,Zhemchuzhnoe ozero,Smirnov,Ivan,1844,1897
6550007,Ocherednoy pervy klas,Kalinin,Stanislav,1206,1898
9042096,Plamya i led,Petrov,Alexei,1074,1898
4525772,Na dnye,Karpov,Nikolai,1130,1898
1375280,Metamorfozy,Zaitsev,Dmitri,1664,1898
6472068,Serebryanoye ozero,Kuznetsov,Andrei,390,1898
5756199,Tayna tretey planety,Chernov,Nikolai,1803,1898
5453353,Tolstoy: Zhizn i vremya,Zaitsev,Dmitri,1858,1899
5683442,Proshchay oruzhiye,Smirnov,Ivan,797,1899
8863551,Gravitatsiya,Pavlov,Mikhail,551,1899
7500780,Posledniy chelovek,Sidorov,Dmitri,1931,1899
5075896,Rasskazy o prirode,Smirnov,Roman,1377,1899
4507016,Kapitanskaya dochka,Chernov,Viktor,1772,1900
6329658,Vremya pervykh,Kuznetsov,Ivan,844,1900
6967954,Plamya i led,Fedorov,Oleg,371,1900
5155723,Proshchay oruzhiye,Morozov,Vladislav,735,1901
5333548,Piknyk na obochine,Makarov,Sergei,1143,1901
6874238,Doroga v nikuda,Smirnov,Leonid,194,1902
4262187,Labirinty razuma,Kalinin,Yaroslav,726,1902
1574828,Vremya pervykh,Yakovlev,Pavel,613,1902
3421541,Tikhiy Don,Kalinin,Pavel,1610,1902
1060434,Mir v teni,Fedorov,Konstantin,1610,1902
8081000,Zvezdnyy pilot,Ivanov,Konstantin,1590,1902
7649292,Prestuplenie i nakazanie,Zaitsev,Vladislav,749,1902
8016141,Zvezdnyy pilot,Chernov,Andrei,1476,1903
5162454,Na beregu vechnosti,Morozov,Dmitri,703,1903
5600267,Pyat zvyozd,Ivanov,Dmitri,253,1903
7854686,Mgnoveniya vechnosti,Pavlov,Ivan,1233,1903
1024101,,Fedorov,Yaroslav,1840,1903
9907478,Zhemchuzhnoe ozero,Morozov,Leonid,1883,1903
5301882,Metamorfozy,Kalinin,Leonid,1764,1904
5151743,,Sidorov,Nikolai,441,1904
4637969,Deti kapitana Granta,Kalinin,Vladislav,1264,1904
3453324,Tolko ty,Sidorov,Ivan,494,1904
8555629,Serebryanoye ozero,Novikov,Vladislav,1239,1904
1404749,,Zaitsev,Konstantin,1476,1904
1730411,Iskry budushchego,Karpov,Andrei,1566,1904
5617753,Tolstoy: Zhizn i vremya,Smirnov,Leonid,1534,1905
9260660,Kapitanskaya dochka,Novikov,Viktor,165,1905
3114013,Tayna glubiny,Egorov,Artem,1503,1905
6893737,Prestuplenie i nakazanie,Pavlov,Artem,1097,1905
9072788,Polyarnaya zvezda,Kalinin,Yaroslav,1847,1905
6838725,Vremya pervykh,Morozov,Yaroslav,235,1905
3716940,Iskusstvo voiny,Volkov,Andrei,168,1906
3394239,Tolko ty,Sidorov,Roman,1378,1906
6394980,Ocherednoy pervy klas,Chernov,Vladislav,291,1907
2790253,Put do zvyozd,Pavlov,Ivan,756,1907
4635163,Mgnoveniya vechnosti,Smirnov,Vladislav,991,1908
4989293,Zov predkov,Morozov,Konstantin,1768,1908
4731502,Piknyk na obochine,Karpov,Gennady,1065,1908
3213877,Zvezdnyy pilot,Sidorov,Viktor,212,1908
6328179,Kapitanskaya dochka,Egorov,Pavel,760,1908
4516639,Severny veter,Kalinin,Alexei,1970,1908
7999286,Kapitanskaya dochka,Yakovlev,Nikolai,1509,1909
9901726,Zov predkov,Sidorov,Vladislav,1557,1909
5839757,Tolstoy: Zhizn i vremya,Yakovlev,Roman,971,1909
4998409,Na beregu vechnosti,Makarov,Vladislav,651,1909
2405892,Pyat zvyozd,Zaitsev,Yaroslav,1953,1910
1145339,Prestuplenie i nakazanie,Volkov,Dmitri,1142,1910
1166455,Prestuplenie i nakazanie,Novikov,Ivan,1547,1911
9409602,Mgnoveniya vechnosti,Novikov,Konstantin,293,1911
4310953,Zvyozdnyy rubikon,Orlov,Gennady,215,1911
1824726,Iskry budushchego,Kuznetsov,Stanislav,1319,1912
3842420,Zvezdnyy pilot,Kuznetsov,Gennady,487,1913
2165839,Khroniki budushchego,Fedorov,Dmitri,419,1913
1974436,Vremya pervykh,Popov,Ivan,956,1914
2504113,Prestuplenie i nakazanie,Egorov,Ivan,1779,1915
6112248,Vybor cheloveka,Morozov,Nikolai,878,1915
2469472,Zvezdnyy pilot,Yakovlev,Mikhail,1210,1915
4568392,Svet vo t'me,Makarov,Viktor,1423,1915
5377038,Prestuplenie i nakazanie,Yakovlev,Konstantin,295,1916
5279102,Na krae zemli,Zaitsev,Viktor,797,1916
4353024,Tolstoy: Zhizn i vremya,Fedorov,Boris,826,1916
1190147,Vybor cheloveka,Sidorov,Maxim,1719,1916
2367615,Tolko ty,Smirnov,Leonid,1473,1916
7079152,Metamorfozy,Smirnov,Andrei,673,1916
1314241,Poezd na Yumu,Egorov,Boris,574,1916
6976420,Plamya i led,Pavlov,Ivan,913,1917
4948408,Belaya gvardiya,Pavlov,Yaroslav,1133,1917
6286581,Pod znakom Vody,Yakovlev,Konstantin,1723,1917
4649929,Zateryanny mir,Fedorov,Mikhail,772,1918
5589123,Pod znakom Vody,Kalinin,Vladislav,1825,1919
2931890,Metamorfozy,Yakovlev,Ivan,589,1920
1541701,Na beregu vechnosti,Fedorov,Yaroslav,674,1920
5112073,Zvezdnyy pilot,Ivanov,Ivan,1850,1920
3908435,Labirinty razuma,Sidorov,Nikolai,1548,1920
3673514,Gore ot uma,Makarov,Alexei,104,1921
9544657,Iskry budushchego,Makarov,Sergei,967,1921
4293102,Mir v teni,Makarov,Gennady,1715,1921
5899803,Metamorfozy,Kuznetsov,Leonid,128,1921
1402907,Dostoevsky: Sudba i tvorchestvo,Ivanov,Alexei,797,1921
6596233,Zhemchuzhnoe ozero,Kalinin,Mikhail,393,1921
1757451,Tolko ty,Lebedev,Stanislav,78,1921
2420098,Mgnoveniya vechnosti,Lebedev,Andrei,1384,1921
1050574,Na krae zemli,Ivanov,Stanislav,1290,1921
1491937,Tolstoy: Zhizn i vremya,Smirnov,Nikolai,1920,1922
2896518,Gore ot uma,Volkov,Konstantin,611,1922
9046137,Doroga v nikuda,Fedorov,Andrei,980,1922
6756757,Pod znakom Vody,Kuznetsov,Vladislav,1468,1922
5846714,Zvyozdnyy rubikon,Fedorov,Viktor,1821,1922
4440843,Noch svobody,Volkov,Mikhail,755,1922
1899945,Zov predkov,Lebedev,Leonid,1217,1923
1600051,Plamya i led,Popov,Pavel,72,1923
8604727,Pyat zvyozd,Sidorov,Pavel,124,1923
4858490,Vybor cheloveka,Petrov,Andrei,674,1923
1739694,Metamorfozy,Karpov,Artem,801,1924
5677836,Master i Margarita,Egorov,Stanislav,1213,1924
7988442,Severny veter,Novikov,Mikhail,1226,1925
3427966,Belaya gvardiya,Sidorov,Oleg,1420,1925
9983185,Rasskazy o prirode,Makarov,Mikhail,1872,1925
7217362,Posledniy geroy,Popov,Pavel,1782,1925
9630794,Legendy severa,Yakovlev,Roman,1848,1925
6228081,Domovoy,Kalinin,Maxim,321,1926
3304972,Vremennaya petlya,Fedorov,Stanislav,223,1926
9774514,Na krae zemli,Pavlov,Oleg,581,1926
9964255,Zvezdnyy pilot,Makarov,Alexei,1174,1926
4717004,Poslednyaya zvezda,Sidorov,Ivan,1056,1926
8456530,Dostoevsky: Sudba i tvorchestvo,Petrov,Oleg,1113,1926
8686611,Na dnye,Kalinin,Vladislav,278,1927
2558415,Tikhiy Don,Makarov,Sergei,1157,1927
4430904,Proshchay oruzhiye,Ivanov,Ivan,1665,1928
7866285,Legendy severa,Lebedev,Roman,304,1928
1953180,Tayna tretey planety,Volkov,Oleg,940,1928
7246817,Khroniki budushchego,Ivanov,Boris,301,1928
1846026,Dostoevsky: Sudba i tvorchestvo,Kuznetsov,Mikhail,774,1929
1975308,Zvezdnyy pilot,Makarov,Nikolai,1624,1929
3710798,Pyat zvyozd,Sidorov,Maxim,567,1929
7561104,Vremya pervykh,Fedorov,Leonid,1451,1930
9977003,,Kalinin,Andrei,91,1930
8476605,Noch svobody,Makarov,Dmitri,1686,1930
4074134,Labirinty razuma,Fedorov,Vladislav,164,1930
9536611,Poslednyaya zvezda,Novikov,Viktor,1024,1930
2591802,Dostoevsky: Sudba i tvorchestvo,Pavlov,Leonid,1415,1930
2629664,Poezd na Yumu,Makarov,Oleg,571,1930
9647053,Rasskazy o prirode,Yakovlev,Gennady,1968,1931
1392604,Kapitanskaya dochka,Egorov,Nikolai,1840,1932
1120779,Na krae zemli,Pavlov,Alexei,1680,1932
1170405,Gore ot uma,Fedorov,Vladislav,1674,1932
4575431,Gore ot uma,Popov,Roman,1646,1933
1911590,Khroniki budushchego,Kuznetsov,Pavel,1642,1933
5687847,Tikhiy Don,Egorov,Artem,236,1933
4715026,Posledniy chelovek,Kalinin,Yaroslav,1903,1933
1439623,Piknyk na obochine,Kuznetsov,Dmitri,1603,1933
1549496,Posledniy chelovek,Petrov,Viktor,1242,1933
5261036,Zov predkov,Karpov,Roman,1463,1933
1516162,Zvezdnyy pilot,Egorov,Pavel,1440,1933
3173051,Tolko ty,Makarov,Artem,543,1933
5385131,Den strashnogo suda,Makarov,Mikhail,1244,1934
3940600,Posledniy chelovek,Pavlov,Leonid,667,1934
5589121,Master i Margarita,Orlov,Roman,752,1934
6286184,Kapitanskaya dochka,Petrov,Sergei,481,1935
2844366,Serebryanoye ozero,Pavlov,Artem,1558,1935
4286634,Zvezdnyy pilot,Makarov,Roman,1389,1936
2817892,Serebryanoye ozero,Yakovlev,Pavel,105,1936
3732344,Pyat zvyozd,Kuznetsov,Maxim,731,1936
8999880,Gravitatsiya,Zaitsev,Yaroslav,1052,1936
9256202,Kapitanskaya dochka,Fedorov,Yaroslav,177,1936
8876933,Zhemchuzhnoe ozero,Morozov,Roman,622,1936
1373030,Ocherednoy pervy klas,Zaitsev,Nikolai,1244,1937
2029943,Ocherednoy pervy klas,Kalinin,Andrei,1477,1937
7154222,Proshchay oruzhiye,Kuznetsov,Sergei,171,1938
9313102,Mgnoveniya vechnosti,Ivanov,Sergei,200,1938
9325486,,Novikov,Oleg,1419,1939
7445734,Put do zvyozd,Yakovlev,Yaroslav,127,1939
6333397,Posledniy chelovek,Morozov,Pavel,1681,1939
6163509,Tolstoy: Zhizn i vremya,Zaitsev,Dmitri,403,1941
2890680,Na krae zemli,Volkov,Maxim,1948,1941
7783704,Den strashnogo suda,Kalinin,Maxim,90,1942
7646590,Pyat zvyozd,Fedorov,Artem,1144,1942
9419836,Plamya i led,Egorov,Maxim,1705,1942
9332847,,Makarov,Ivan,964,1942
5395947,Metamorfozy,Yakovlev,Maxim,1202,1943
3846757,Tolstoy: Zhizn i vremya,Fedorov,Artem,494,1943
8110761,Serebryanoye ozero,Petrov,Ivan,862,1943
5784508,Severny veter,Ivanov,Maxim,1625,1943
7460120,,Popov,Pavel,842,1943
5985334,Den strashnogo suda,Kalinin,Boris,1849,1943
7064010,Mgnoveniya vechnosti,Fedorov,Andrei,553,1943
7842068,Plamya i led,Chernov,Pavel,525,1944
5528632,Podvodnaya odisseya,Yakovlev,Oleg,998,1944
6865600,Prestuplenie i nakazanie,Volkov,Gennady,570,1944
4704987,Belaya gvardiya,Egorov,Oleg,1715,1944
7462471,Tayna tretey planety,Kuznetsov,Roman,1045,1944
3067512,Vybor cheloveka,Makarov,Ivan,1494,1944
2967300,Posledniy chelovek,Pavlov,Ivan,680,1944
5864624,Polyarnaya zvezda,Volkov,Vladislav,1842,1944
3289447,Put do zvyozd,Kuznetsov,Boris,1015,1945
3953667,Tolstoy: Zhizn i vremya,Egorov,Leonid,923,1945
4369482,Poslednyaya zvezda,Smirnov,Artem,1163,1945
9241265,Vokzal mechty,Ivanov,Roman,1699,1945
3664749,Iskusstvo voiny,Smirnov,Alexei,987,1946
2395508,Na beregu vechnosti,Zaitsev,Mikhail,893,1946
3594738,Serebryanoye ozero,Novikov,Ivan,116,1946
9266696,Tayna glubiny,Chernov,Dmitri,805,1946
5904521,Na beregu vechnosti,Fedorov,Artem,1198,1946
6356664,Iskusstvo voiny,Popov,Roman,1944,1946
1546778,Vremya pervykh,Kalinin,Pavel,1625,1947
6355811,Belaya gvardiya,Makarov,Artem,769,1947
2922583,Serebryanoye ozero,Kalinin,Konstantin,753,1947
6425553,Prestuplenie i nakazanie,Fedorov,Sergei,1288,1947
4580332,Plamya i led,Ivanov,Konstantin,1228,1947
9116311,Gravitatsiya,Egorov,Andrei,1780,1948
7760744,Rasskazy o prirode,Egorov,Sergei,1985,1948
8333105,Besy,Pavlov,Stanislav,1288,1948
1417663,Na krae zemli,Karpov,Artem,761,1948
3818497,Zhemchuzhnoe ozero,Karpov,Gennady,1974,1948
9980841,Serebryanoye ozero,Volkov,Sergei,185,1948
9034139,,Petrov,Gennady,1469,1948
9939779,Na beregu vechnosti,Orlov,Maxim,167,1949
5075849,Deti kapitana Granta,Ivanov,Leonid,186,1949
7441261,Noch svobody,Petrov,Boris,623,1949
3026703,Vremennaya petlya,Fedorov,Sergei,88,1949
4427216,Iskusstvo voiny,Egorov,Artem,1908,1949
4709664,Gravitatsiya,Ivanov,Ivan,738,1950
5301871,Poezd na Yumu,Kalinin,Pavel,1976,1950
4078491,Besy,Ivanov,Ivan,402,1950
4003080,Dostoevsky: Sudba i tvorchestvo,Egorov,Viktor,870,1950
1861610,Zvyozdnyy rubikon,Yakovlev,Artem,222,1951
7474422,Domovoy,Fedorov,Nikolai,278,1952
6365331,Doroga v nikuda,Sidorov,Ivan,1715,1952
4735819,Domovoy,Volkov,Gennady,769,1953
5389689,Domovoy,Kalinin,Nikolai,1463,1953
3217733,Na krae zemli,Zaitsev,Konstantin,1037,1954
2064546,Kapitanskaya dochka,Morozov,Mikhail,507,1954
1257659,Kogda goryat mosty,Fedorov,Stanislav,1862,1954
1167079,Vybor cheloveka,Karpov,Konstantin,1166,1954
9830788,Zvezdnyy pilot,Orlov,Konstantin,901,1954
8540729,Vybor cheloveka,Petrov,Roman,706,1954
6021662,Vokzal mechty,Ivanov,Leonid,248,1955
7316206,Vremennaya petlya,Pavlov,Mikhail,1239,1955
9301309,Severny veter,Zaitsev,Mikhail,1449,1955
8286380,Na beregu vechnosti,Smirnov,Andrei,518,1956
2595875,Vremennaya petlya,Egorov,Pavel,447,1956
4193777,Tolstoy: Zhizn i vremya,Zaitsev,Gennady,517,1956
9789981,Vremennaya petlya,Kalinin,Dmitri,1992,1956
8246093,Vremya pervykh,Chernov,Sergei,701,1956
3774734,Mgnoveniya vechnosti,Karpov,Leonid,1299,1956
6694484,Domovoy,Volkov,Andrei,313,1957
2109733,Mir v teni,Morozov,Andrei,1235,1958
3527088,Den strashnogo suda,Ivanov,Viktor,565,1958
8971164,Plamya i led,Ivanov,Viktor,1455,1958
5147801,Tayna Karpat,Orlov,Artem,1725,1958
7165785,Prestuplenie i nakazanie,Fedorov,Pavel,1069,1958
2279662,Kapitanskaya dochka,Ivanov,Alexei,366,1959
9542283,Zateryanny mir,Popov,Leonid,1697,1959
9079167,Gravitatsiya,Pavlov,Roman,994,1959
4124168,Kogda goryat mosty,Sidorov,Stanislav,642,1959
1244150,Pod znakom Vody,Smirnov,Pavel,845,1959
9484661,Gravitatsiya,Karpov,Andrei,1037,1960
1087842,Tayna Karpat,Orlov,Mikhail,1565,1960
8265400,Dostoevsky: Sudba i tvorchestvo,Orlov,Sergei,1874,1960
2444112,Kapitanskaya dochka,Sidorov,Maxim,551,1960
8474231,Vremennaya petlya,Petrov,Oleg,1621,1961
2817971,Ocherednoy pervy klas,Smirnov,Maxim,308,1961
5608931,Anna Karenina,Lebedev,Gennady,1290,1961
8126298,Master i Margarita,Orlov,Sergei,1227,1962
7652483,Posledniy chelovek,Fedorov,Alexei,1075,1962
9923460,Khroniki budushchego,Popov,Stanislav,1646,1962
2859049,Deti kapitana Granta,Zaitsev,Mikhail,212,1962
4506103,Tolstoy: Zhizn i vremya,Petrov,Viktor,171,1962
4900786,Prestuplenie i nakazanie,Lebedev,Viktor,1360,1963
4701487,Zemlya lyudey,Morozov,Viktor,627,1963
8347816,Kogda goryat mosty,Makarov,Sergei,195,1963
6218216,Khroniki budushchego,Makarov,Yaroslav,351,1963
5400857,Dostoevsky: Sudba i tvorchestvo,Fedorov,Ivan,300,1964
6007589,Na krae zemli,Kalinin,Yaroslav,1013,1964
7420056,Polyarnaya zvezda,Smirnov,Viktor,1695,1964
7631528,Svet vo t'me,Lebedev,Ivan,1611,1964
1328944,Mir v teni,Kalinin,Boris,256,1964
6056332,Tayna Karpat,Smirnov,Viktor,1666,1965
8292219,Tolstoy: Zhizn i vremya,Pavlov,Mikhail,1364,1966
6419574,Rasskazy o prirode,Novikov,Pavel,215,1966
3361492,Zvezdnyy pilot,Makarov,Mikhail,850,1966
4289102,Zvyozdnyy rubikon,Chernov,Mikhail,1982,1967
7810165,Zateryanny mir,Ivanov,Artem,1647,1967
3858781,Besy,Lebedev,Boris,1297,1967
3616970,Gore ot uma,Pavlov,Oleg,1605,1967
6798489,Belaya gvardiya,Novikov,Ivan,600,1967
1377787,Khroniki budushchego,Popov,Artem,1652,1968
2189894,Master i Margarita,Kuznetsov,Oleg,315,1968
9793226,Tayna glubiny,Orlov,Ivan,1607,1968
4154965,Zemlya lyudey,Kalinin,Roman,317,1969
8875822,Zemlya lyudey,Zaitsev,Stanislav,462,1969
1650844,Tolko ty,Lebedev,Pavel,1151,1969
1888976,Posledniy geroy,Sidorov,Roman,561,1969
9018627,Kogda goryat mosty,Chernov,Ivan,1103,1969
6316556,Posledniy geroy,Smirnov,Konstantin,1437,1970
7896220,Zhemchuzhnoe ozero,Volkov,Konstantin,853,1970
5685766,Vokzal mechty,Zaitsev,Vladislav,143,1970
3762584,Serebryanoye ozero,Smirnov,Roman,158,1970
4902257,Labirinty razuma,Yakovlev,Nikolai,326,1970
6984488,Serebryanoye ozero,Popov,Konstantin,330,1971
7123332,Vremya pervykh,Kuznetsov,Alexei,571,1971
7966813,Zateryanny mir,Lebedev,Viktor,283,1971
4793782,Deti kapitana Granta,Petrov,Dmitri,815,1971
1545282,Noch svobody,Fedorov,Ivan,799,1972
6015283,Kogda goryat mosty,Ivanov,Alexei,1959,1972
5769604,Put do zvyozd,Orlov,Pavel,1636,1972
3426609,Kapitanskaya dochka,Morozov,Konstantin,1952,1972
5855449,Polyarnaya zvezda,Pavlov,Gennady,1071,1972
4064071,Zvyozdnyy rubikon,Popov,Oleg,544,1973
4906766,Zov predkov,Chernov,Pavel,285,1973
9642401,Kogda goryat mosty,Popov,Vladislav,171,1973
4431138,Zvezdnyy pilot,Petrov,Oleg,299,1974
7602135,Na dnye,Makarov,Pavel,1990,1974
3984603,Dostoevsky: Sudba i tvorchestvo,Kuznetsov,Boris,1412,1974
4919322,Deti kapitana Granta,Lebedev,Ivan,1316,1974
7123648,Noch svobody,Morozov,Stanislav,1490,1975
6228552,Na beregu vechnosti,Morozov,Maxim,798,1975
5699526,Iskry budushchego,Egorov,Yaroslav,100,1975
7202180,Put do zvyozd,Yakovlev,Alexei,774,1975
3509667,Vremya pervykh,Petrov,Mikhail,1902,1975
1807734,Na beregu vechnosti,Pavlov,Sergei,1326,1976
7851110,Belaya gvardiya,Ivanov,Nikolai,1495,1976
1817673,Zateryanny mir,Smirnov,Boris,510,1976
9020481,Besy,Smirnov,Boris,980,1976
2208298,Na dnye,Lebedev,Alexei,196,1976
5059199,Poslednyaya zvezda,Yakovlev,Gennady,1554,1977
9476674,Polyarnaya zvezda,Makarov,Stanislav,1248,1977
2252777,Doroga v nikuda,Kalinin,Mikhail,401,1977
9403232,Na beregu vechnosti,Karpov,Boris,479,1978
3939020,Metamorfozy,Zaitsev,Mikhail,1811,1978
2154299,Tolko ty,Ivanov,Andrei,960,1978
4477133,Tolko ty,Yakovlev,Yaroslav,536,1978
7032956,Zemlya lyudey,Smirnov,Mikhail,641,1978
8536166,Prestuplenie i nakazanie,Novikov,Roman,702,1980
8439082,Labirinty razuma,Ivanov,Vladislav,86,1980
8614101,Podvodnaya odisseya,Petrov,Pavel,380,1980
3757777,Serebryanoye ozero,Chernov,Viktor,381,1980
9571854,Gravitatsiya,Yakovlev,Vladislav,398,1981
5467456,Vokzal mechty,Pavlov,Sergei,657,1981
5025426,Serebryanoye ozero,Ivanov,Artem,1591,1981
2418613,Posledniy geroy,Zaitsev,Maxim,1700,1981
8359501,Vremennaya petlya,Ivanov,Leonid,370,1981
3968919,Besy,Lebedev,Konstantin,1163,1982
7985554,Besy,Smirnov,Nikolai,805,1982
7155298,,Kuznetsov,Ivan,212,1982
8848450,,Orlov,Mikhail,1527,1983
6809519,Proshchay oruzhiye,Petrov,Maxim,598,1983
4436014,Master i Margarita,Smirnov,Maxim,1059,1984
1148816,Podvodnaya odisseya,Volkov,Nikolai,1250,1984
1441463,Prestuplenie i nakazanie,Yakovlev,Nikolai,278,1984
5975714,Master i Margarita,Chernov,Andrei,112,1984
2999466,Iskry budushchego,Petrov,Leonid,1326,1984
3359766,Rasskazy o prirode,Fedorov,Vladislav,332,1984
5649197,Dostoevsky: Sudba i tvorchestvo,Smirnov,Pavel,377,1984
4931489,Iskry budushchego,Popov,Leonid,266,1984
3282342,Severny veter,Pavlov,Stanislav,1034,1985
6325689,Iskry budushchego,Novikov,Andrei,1605,1985
5524286,Zov predkov,Ivanov,Konstantin,1495,1986
9595530,Posledniy geroy,Sidorov,Mikhail,1820,1986
4948748,Na beregu vechnosti,Petrov,Artem,838,1986
4738455,Zhemchuzhnoe ozero,Kuznetsov,Viktor,123,1986
1358412,Noch svobody,Ivanov,Artem,1802,1986
8758105,Kapitanskaya dochka,Lebedev,Sergei,787,1986
4780485,Ocherednoy pervy klas,Fedorov,Sergei,513,1986
2541040,Iskry budushchego,Lebedev,Oleg,1932,1986
5091781,Poslednyaya zvezda,Petrov,Sergei,1889,1987
6470172,Polyarnaya zvezda,Popov,Ivan,1482,1987
4485686,Plamya i led,Ivanov,Andrei,1260,1987
3543992,Zvezdnyy pilot,Smirnov,Oleg,1308,1987
1046675,Iskusstvo voiny,Novikov,Boris,1357,1987
1819786,Prestuplenie i nakazanie,Makarov,Artem,509,1987
1780667,Pod znakom Vody,Orlov,Artem,1507,1987
6589555,Put do zvyozd,Novikov,Boris,572,1987
7411338,Doroga v nikuda,Petrov,Vladislav,1224,1988
1454684,Domovoy,Volkov,Viktor,1339,1988
1834751,Doroga v nikuda,Petrov,Dmitri,236,1988
7797119,Zhemchuzhnoe ozero,Morozov,Stanislav,1054,1988
2283368,Proshchay oruzhiye,Karpov,Konstantin,404,1988
9126835,Gore ot uma,Morozov,Maxim,339,1988
5280456,Master i Margarita,Pavlov,Yaroslav,953,1988
5641077,Vremennaya petlya,Sidorov,Konstantin,646,1989
8770621,Legendy severa,Kuznetsov,Andrei,1871,1989
2397850,Tolko ty,Volkov,Oleg,1211,1989
9268610,Tayna tretey planety,Ivanov,Roman,161,1989
4837251,Tikhiy Don,Novikov,Viktor,1228,1990
1091557,Pyat zvyozd,Kuznetsov,Yaroslav,1512,1990
1528002,Tolko ty,Karpov,Konstantin,1157,1991
1310837,Severny veter,Popov,Andrei,1820,1991
4621173,Kogda goryat mosty,Ivanov,Pavel,800,1992
7031663,Iskry budushchego,Egorov,Viktor,1749,1992
6612020,Na dnye,Karpov,Stanislav,1322,1992
6032750,Anna Karenina,Kalinin,Gennady,1925,1992
7030132,Vybor cheloveka,Petrov,Oleg,335,1992
7551546,Na krae zemli,Chernov,Yaroslav,1680,1992
8811744,Vremya pervykh,Chernov,Andrei,96,1992
4389767,Anna Karenina,Ivanov,Boris,263,1992
3319748,Besy,Petrov,Dmitri,1615,1993
3793439,Legendy severa,Sidorov,Vladislav,1085,1993
3467567,Severny veter,Zaitsev,Oleg,633,1993
5853497,Dostoevsky: Sudba i tvorchestvo,Popov,Nikolai,1134,1993
4325853,Vokzal mechty,Smirnov,Yaroslav,1338,1993
7908527,Kapitanskaya dochka,Kuznetsov,Yaroslav,724,1993
4380193,Anna Karenina,Kuznetsov,Gennady,1612,1994
1584553,Zvyozdnyy rubikon,Volkov,Yaroslav,1880,1994
6290414,Poslednyaya zvezda,Sidorov,Konstantin,1707,1994
8475326,Na dnye,Pavlov,Nikolai,886,1994
4255140,Iskusstvo voiny,Kuznetsov,Pavel,186,1994
4055309,Deti kapitana Granta,Yakovlev,Stanislav,1887,1994
5443878,Iskry budushchego,Orlov,Ivan,1494,1994
6773714,Tikhiy Don,Zaitsev,Sergei,506,1995
1625557,Doroga v nikuda,Sidorov,Ivan,662,1995
4855242,Posledniy chelovek,Smirnov,Sergei,1244,1995
5845194,Legendy severa,Makarov,Andrei,542,1995
5520722,Doroga v nikuda,Sidorov,Mikhail,264,1995
3273399,Zov predkov,Novikov,Viktor,724,1995
7782188,Kapitanskaya dochka,Petrov,Andrei,878,1995
8190630,Proshchay oruzhiye,Zaitsev,Vladislav,1066,1995
7093991,Svet vo t'me,Lebedev,Vladislav,60,1995
8092299,Kapitanskaya dochka,Volkov,Andrei,1485,1995
1520843,Iskry budushchego,Karpov,Oleg,686,1995
7793123,Tayna tretey planety,Egorov,Gennady,1519,1996
9322777,Vremya pervykh,Kuznetsov,Gennady,1788,1996
7408318,Tayna tretey planety,Popov,Maxim,557,1996
3346781,Iskry budushchego,Smirnov,Alexei,304,1996
4882549,Doroga v nikuda,Kalinin,Ivan,1709,1996
8309013,Tolko ty,Ivanov,Viktor,1259,1996
3000087,Tayna glubiny,Smirnov,Sergei,1734,1997
8628673,Deti kapitana Granta,Karpov,Gennady,898,1997
9098125,Tayna Karpat,Zaitsev,Ivan,657,1997
8129966,Domovoy,Petrov,Dmitri,1236,1997
4762565,Tayna tretey planety,Lebedev,Ivan,1175,1997
2640758,Poslednyaya zvezda,Kalinin,Nikolai,819,1997
1111399,Poslednyaya zvezda,Orlov,Viktor,1216,1997
2192191,,Yakovlev,Gennady,839,1997
3158558,Tolko ty,Karpov,Artem,1926,1998
9091193,Noch svobody,Kalinin,Ivan,1540,1998
9307468,Anna Karenina,Orlov,Alexei,1910,1999
6183293,Zateryanny mir,Pavlov,Stanislav,1289,1999
7588891,Iskry budushchego,Ivanov,Alexei,828,1999
8514381,Zov predkov,Zaitsev,Mikhail,308,1999
9313622,Vokzal mechty,Pavlov,Dmitri,1414,2000
7936359,Zemlya lyudey,Smirnov,Artem,1901,2000
2294646,Pod znakom Vody,Egorov,Viktor,446,2000
9469507,Vokzal mechty,Karpov,Sergei,118,2001
8703787,Posledniy geroy,Smirnov,Artem,226,2001
3755871,Na dnye,Zaitsev,Maxim,1041,2001
1580106,Tolstoy: Zhizn i vremya,Pavlov,Sergei,312,2001
6118909,Vybor cheloveka,Yakovlev,Sergei,1650,2001
4349388,Besy,Egorov,Oleg,310,2001
1094334,Metamorfozy,Yakovlev,Viktor,956,2001
8125324,Vremya pervykh,Chernov,Vladislav,1037,2001
4306686,Pyat zvyozd,Kuznetsov,Viktor,954,2002
9038494,Zateryanny mir,Zaitsev,Vladislav,930,2002
8157916,Khroniki budushchego,Fedorov,Dmitri,1508,2003
2271822,Ocherednoy pervy klas,Yakovlev,Leonid,1890,2003
7056891,Belaya gvardiya,Sidorov,Andrei,1132,2003
